Scorer,Avg AUROC,Avg FPR@95,Std AUROC,Std FPR@95
MSP,0.7951063437997075,55.61333333333334,0.00771186833774791,2.871263755832188
MaxLogit,0.8046790031676488,53.97666666666667,0.011594984885799207,3.537930970999228
Energy,0.8072030666119018,53.81,0.013710377745089396,3.6203959267829666
Mahalanobis,0.7793939156679555,62.39333333333334,0.011695544008392934,3.2663673332244114
ViM,0.7725764504308993,57.36666666666667,0.043198282615134725,5.777440802139152
NECO,0.8067323646524877,63.28333333333334,0.08535655506350989,14.932100395531172
